mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC logCPM PValue FDR tw_dis chr start end strand de
scaffold_12_317001_317009_- 7.72947887058512 8.28666062923562 8.41151385443902 1.38777878078145e-17 1.38777878078145e-17 5.8178167850097 0.0113873800594723 0.0287176222562182 1.99184978320046 2.77490440087729 0.0020146474042113 0.00965419036098056 0.0329606637622215 scaffold_12 317001 317009 - 1
scaffold_12_344560_344567_- 5.17829839478753 0 0 8.19486581329666 10.1043109261447 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 3.87040169346675 2.48748570493341 0.0661048045371888 0.167014011345524 0.0345124545683958 scaffold_12 344560 344567 - 0
scaffold_12_365510_365515_- 23.4501360446792 21.7285642447787 24.9988925831003 22.8220409441888 21.5100300938047 13.2120545622314 16.3222251501628 15.8995262371817 0.622990778963167 4.6665890785235 0.0582339231686704 0.15185557992998 0.0195899895559445 scaffold_12 365510 365515 - 0
scaffold_12_386848_386855_- 41.6212684264964 37.6335132621149 50.2161053404996 66.4175509894794 87.3083198983214 47.121247158804 43.1374352136058 41.8457132720936 -0.028808644149082 5.95025087598538 0.928650892027356 1 0.0198988838565791 scaffold_12 386848 386855 - 0
scaffold_12_418028_418145_- 34.7686961284359 32.5070091293126 33.8078465635301 28.793720760122 35.8339188142025 25.321547665991 26.2272596060278 27.5502342442847 0.35280177244335 5.23120700097734 0.189398516038061 0.3680620398503 0.0176367483321863 scaffold_12 418028 418145 - 0
scaffold_12_436792_436825_- 26.2720563389599 28.7262706464645 26.9336671374922 26.113550128679 23.2434092856992 23.6077896869566 23.6407329226047 27.1579856659382 0.139340583596053 4.99548776756944 0.647122505456419 0.825046760118032 0.0181278130432072 scaffold_12 436792 436825 - 0
scaffold_12_595388_595394_- 11.5198031433637 11.8945127215838 9.83196192951819 14.4907607439969 10.2668756855477 0.0847005799313285 8.62091502516377 9.71000446294427 0.830695418388446 3.74065022874503 0.0936923856799515 0.219326336408953 0.0372796278337539 scaffold_12 595388 595394 - 0
scaffold_12_601491_601496_- 15.743547459216 24.5909471901773 21.3793948430972 34.6123770040668 46.391690725811 12.7666445139747 21.6550741583156 11.3709791130389 0.425337601290057 4.87471736447913 0.249474454611472 0.446075218842603 0.0296734001173557 scaffold_12 601491 601496 - 0
scaffold_12_719341_719396_- 51.7343695892003 51.451347736439 52.6085966004099 127.233710570996 81.278722530429 51.0665766081456 61.0508388794979 43.2133586727649 0.0037715239231674 6.26320418634272 1 1 0.0276203772288238 scaffold_12 719341 719396 - 0
scaffold_12_719519_719545_- 24.0909157394923 22.2997060444242 15.946250251379 21.4683801457974 13.9638063707366 12.5028667546499 12.8784292797091 14.7740672438722 0.631024679015404 4.47511804245863 0.0835248888456634 0.200881894925695 0.0245103683159226 scaffold_12 719519 719545 - 0
scaffold_12_726158_726167_- 146.859806116821 173.42318147635 109.382226842583 333.965940980748 211.323548209747 287.763973905421 183.137407721371 165.587455524526 -0.566462789475876 7.86719348608862 0.0518336593391821 0.138973710650577 0.0541565639199129 scaffold_12 726158 726167 - 0
scaffold_12_732078_732123_- 40.762792691106 49.5043522168494 53.6222689861367 47.8926172617426 46.5694695461368 46.9170476409691 45.0563608113885 44.6037001097293 0.075404613648693 5.81247567017624 0.755556940546909 0.904705307121628 0.0164247029774299 scaffold_12 732078 732123 - 0
scaffold_12_737581_737602_- 45.582429065488 35.1076331285838 82.759167950725 61.1709411341491 96.5742178973237 44.1561623373069 110.070595866902 85.9785791139577 -0.554601285527973 6.37055715096641 0.157186515391603 0.321993620243953 0.0929359313590185 scaffold_12 737581 737602 - 0
scaffold_12_742774_742780_- 23.7758260423289 18.0252594897554 33.8938497829063 17.8642984222043 28.9035200630979 41.7500732171499 48.1260521470985 53.3979703093507 -0.917718592515139 5.33101792017275 0.00132173286126593 0.00671952357776882 0.0294030555399951 scaffold_12 742774 742780 - 1
scaffold_12_747755_747763_- 8.94288765427472 8.8915447101023 9.70550571228817 26.9325567122099 30.2201611250385 13.229191829582 15.4721489055408 19.357689184046 -0.793823110185499 4.40209191495771 0.0528108496902738 0.140935975975125 0.0220417889402531 scaffold_12 747755 747763 - 0
scaffold_12_753157_753193_- 112.917196862306 111.554393139484 120.52179701862 91.9753029358938 195.113785417724 166.373861922238 197.938283543353 164.163235701065 -0.614738050291207 7.39913618579409 0.020567760582823 0.0676053925161029 0.0429891471063457 scaffold_12 753157 753193 - 0
scaffold_12_757997_758002_- 6.36007043100785 0 9.13532185782614 0.0352835281509911 10.0185092047544 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.40651245253928 2.59364560784301 0.000406272013459133 0.00246107549854512 0.189162898012418 scaffold_12 757997 758002 - 1
scaffold_12_765086_765112_- 21.0294017722225 20.7227511738465 12.5817223634548 20.4275314901573 15.5562396837615 17.8859278600367 19.4031614385305 19.7856604740426 -0.0697196805884869 4.55260795760965 0.875694382647245 0.980342557002737 0.0234875262640752 scaffold_12 765086 765112 - 0
scaffold_12_765911_765927_- 5.29911021633026 5.02782262982313 8.20752807818888 0.0216682446507765 5.80478896637455 0.069829586889246 7.46597720778399 7.1562547671887 0.318020717358005 2.99603366781178 0.648724562308093 0.826468437130402 0.0471965839720932 scaffold_12 765911 765927 - 0
scaffold_12_769142_769172_- 15.9980950422303 13.2224484015841 26.8703953304747 17.4497452182872 23.8731287204089 22.5799615806469 34.657979379028 36.5488435274433 -0.738993212193935 4.88796469809271 0.0276619171073603 0.0859570649692555 0.034839165050529 scaffold_12 769142 769172 - 0
scaffold_12_782692_782719_- 28.6476625946806 25.8005174379608 29.8910395904741 24.5729149922567 31.463377787851 33.419575000799 38.9634867186155 26.0093474295387 -0.222406607312694 5.1923719962943 0.424449673475165 0.636737039628403 0.0213821913001778 scaffold_12 782692 782719 - 0
scaffold_12_800520_800536_- 4.96588562110397 5.19330163284969 5.05682664926024 6.60025885305089 6.67091142107892 5.95994379601309 5.67327342094937 6.46890990085865 -0.241781274950295 3.16334260426018 0.744894222863691 0.89713280560863 0.0250832323074587 scaffold_12 800520 800536 - 0
scaffold_12_839913_839935_- 40.5393236999139 43.4222908044461 45.4247745837016 41.7077172685899 45.1683247218941 47.4025175403562 43.8256754634102 52.8537983610807 -0.153887060799107 5.75569332663038 0.523305168818171 0.727228489079253 0.015924963967035 scaffold_12 839913 839935 - 0
scaffold_12_850431_850437_- 7.94216510226937 9.04607293884133 8.14034449914239 1.38777878078145e-17 1.38777878078145e-17 0.0272786958961302 0.0103488197126514 5.24969961781943 2.16909775433042 2.78114616705847 0.00129904043268324 0.00667066990040603 0.0317351058603649 scaffold_12 850431 850437 - 1
scaffold_12_857130_857136_- 7.56489359054992 8.90337366924095 9.9806945278738 1.38777878078145e-17 1.38777878078145e-17 0.0411937588174207 0.015615255936992 8.1462090376173 1.6406955954385 2.90214935674648 0.00515383159415693 0.0216240078793984 0.0421290496034175 scaffold_12 857130 857136 - 0
scaffold_12_878666_878693_- 420.829557202356 506.131113914251 432.550054008106 213.664233841514 149.096563643485 295.781547573907 238.071901380055 259.030165454822 0.777887239750739 8.5093142079462 3.61124736402273e-05 0.000292548384310608 0.0222291984251554 scaffold_12 878666 878693 - 1
scaffold_12_918188_918199_- 30.7028183557327 28.2021227272898 45.2276292334471 55.6154959919858 81.994786340466 47.1933266906181 70.0802845761156 62.3247088922005 -0.784955515138671 5.96610229939214 0.00550283188303107 0.022824984547823 0.0336636298804507 scaffold_12 918188 918199 - 0
scaffold_12_982177_982183_- 19.6570912410477 13.6240401830887 19.7790517397029 34.6322047360581 19.2867093873711 8.19107043026624 11.7112514803722 11.9977198433685 0.726974900472144 4.47843981798242 0.0735730957535518 0.181326583183152 0.030935421333621 scaffold_12 982177 982183 - 0
scaffold_12_984396_984442_- 25.6244132469558 23.8778710064138 21.1444632886599 23.5809204818246 16.0316783168117 14.8985645107139 16.8010655120586 14.6381490895441 0.604632971972904 4.64006751516758 0.0644702939373574 0.164743037180454 0.0214527513746563 scaffold_12 984396 984442 - 0
scaffold_12_1011357_1011457_- 32.667370905888 29.9307292713938 27.4105847750632 8.98099232128564 9.99701986025357 21.0419604745768 11.9396398656558 12.639187312953 0.976861441668734 4.6344098254563 0.00241390958474895 0.0112395250578411 0.0236488056890351 scaffold_12 1011357 1011457 - 0
scaffold_12_1012866_1012916_- 391.297177331776 437.417713442421 391.194230116454 195.998622288244 145.285889578604 316.193644191884 336.584851458935 331.154787097528 0.310048419084631 8.52528197607915 0.046321777912261 0.127278646648827 0.0145486230379465 scaffold_12 1012866 1012916 - 0
scaffold_12_1016199_1016247_- 6.68169957053247 6.16922264924851 6.51794223039821 8.85257469647295 10.4520159616794 5.81440631307025 9.32117294192319 13.228020614481 -0.540543836265958 3.56731524048574 0.301149591997999 0.507884447717062 0.0271861947729984 scaffold_12 1016199 1016247 - 0
scaffold_12_1045129_1045148_- 6.82886378503942 7.1945719073431 5.28315160500051 1.38777878078145e-17 1.38777878078145e-17 0.0292606277369174 5.52488513145347 0.0279903256295867 1.69579968891694 2.59442169812514 0.0149896788532225 0.0527800483272354 0.0337459300377077 scaffold_12 1045129 1045148 - 0
scaffold_12_1045454_1045521_- 17.6122290925812 10.0651022024795 10.3227118830765 1.38777878078145e-17 1.38777878078145e-17 6.73802888138655 10.9917192204945 0.0788542706595745 1.06680642058213 3.40033047605098 0.0292894170721846 0.0899439487473027 0.0540731887014317 scaffold_12 1045454 1045521 - 0
scaffold_12_1045625_1045689_- 22.1002589024757 21.6341722128026 22.3125326777682 1.38777878078145e-17 1.38777878078145e-17 9.09680953933648 13.1432076089904 11.106222664173 0.977383510893588 4.08001544174585 0.00609168566432362 0.0248614897184066 0.0222824252995577 scaffold_12 1045625 1045689 - 0
scaffold_12_1045806_1045887_- 42.4549147999873 44.8545706402753 34.5757250973339 1.38777878078145e-17 1.38777878078145e-17 13.0125384366562 19.5717101538612 16.6511534325481 1.30045644155835 4.7788188344961 1.61831783938139e-05 0.000143049744430735 0.0227885825363021 scaffold_12 1045806 1045887 - 1
scaffold_12_1046153_1046183_- 1165.32539263873 1208.37635498901 1461.00364424096 65.3033078961916 61.7516077255621 834.997726429268 892.016944316003 998.006157184415 0.492797062442809 9.91289424513379 0.00152765951129074 0.00758836917242615 0.0163732738994156 scaffold_12 1046153 1046183 - 1
scaffold_12_1049263_1049270_- 5.47195418019797 4.67295068382994 5.75735147314583 5.96152796094307 9.40008573509275 9.33192206848228 11.6255717525843 14.0092240696898 -1.11719009541705 3.54678092805058 0.0209570013163387 0.068641088582913 0.0255639695615649 scaffold_12 1049263 1049270 - 0
scaffold_12_1085309_1085311_- 14.0799323161971 11.6203639295422 24.2040057678588 20.4782849793636 25.8364165524346 23.1131919097835 20.5718178206697 23.4802155585763 -0.42587708698799 4.68083128996629 0.205205719733938 0.389852582845277 0.0268948292984388 scaffold_12 1085309 1085311 - 0
scaffold_12_1086261_1086306_- 166.128050827243 149.987454136857 166.854800543302 206.439501591333 165.958118194989 161.705541381086 169.611323008114 133.324424362612 0.055445894528028 7.5848132007351 0.7751000639 0.91840684183134 0.0167685909253468 scaffold_12 1086261 1086306 - 0
scaffold_12_1097593_1097642_- 16.4828559329454 23.2146209961141 19.8173368086764 14.7596171282132 11.2957159605061 16.8027720459679 14.0388695896761 15.726320980398 0.353266049367368 4.41892523919209 0.325552768825381 0.536835332288632 0.0219962274174732 scaffold_12 1097593 1097642 - 0
scaffold_12_1209766_1209857_- 41.7091893834605 40.670471223603 43.9596689050205 44.0910813954928 50.3301789327986 27.1049789144688 31.896941978833 38.2065659223649 0.37715572026607 5.58670679958222 0.151304633017369 0.312585733011944 0.0179946093869466 scaffold_12 1209766 1209857 - 0
scaffold_12_1267643_1267647_- 9.19707885194403 6.88535719608363 7.97391309264617 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.04728242451712 2.58086871103261 2.1139718618545e-07 3.24195413693741e-06 0.0281839551930068 scaffold_12 1267643 1267647 - 1
scaffold_12_1272595_1272596_- 9.16481467271558 8.12855506967371 9.97278921235319 30.200178160871 26.3518688701033 8.65799387493031 12.0054643888315 14.0067711159445 -0.341952928185072 4.25947662901784 0.497921619686323 0.706025461164776 0.0229672856488753 scaffold_12 1272595 1272596 - 0
scaffold_12_1272865_1272876_- 19.2006941618267 16.3206276956189 30.033467132254 31.4025397575057 30.9313053261087 20.4085287027496 15.7024147001676 29.4540767784514 0.000868727070819433 4.90826766579 1 1 0.0322265663260595 scaffold_12 1272865 1272876 - 0
scaffold_12_1306148_1306153_- 13.2393922481737 11.4756324840301 12.0899350475265 48.0708474789957 25.401693495579 17.8464657764898 14.7180929789505 18.8397039159514 -0.47611702926108 4.66186301384631 0.222751651938426 0.412639634653264 0.0326489522957028 scaffold_12 1306148 1306153 - 0
scaffold_12_1319867_1319931_- 144.15334466214 137.53599361603 142.542675677388 177.83771581971 162.357845174332 116.630752482177 145.40345664025 134.305220129856 0.0975239516559838 7.40172207164649 0.575240005431402 0.770441796042085 0.0128965153895725 scaffold_12 1319867 1319931 - 0
scaffold_12_1387159_1387160_- 5.67441588552813 0 5.72237308159374 8.17312894363165 6.68414856488093 5.78197635552658 5.55349845516744 0.0532701581265194 -0.0274927886031451 2.93689495630323 1 1 0.040578623506975 scaffold_12 1387159 1387160 - 0
scaffold_12_1402339_1402349_- 62.2951038906813 69.3310254402602 63.56759968879 50.9132019704754 45.3228780457384 46.3442238635565 66.5122350917794 49.4565633633885 0.264474763342486 6.08033180829919 0.251469851747762 0.448457578036588 0.0189457637698354 scaffold_12 1402339 1402349 - 0
scaffold_12_1444176_1444202_- 5.67314468605554 5.76066508373316 0 27.6869597977703 22.6808969772718 10.7500137677069 8.08959341323431 11.6242192462345 -1.39536593859604 3.93267163074422 0.00637784550893717 0.0257925340816152 0.0284835967860937 scaffold_12 1444176 1444202 - 0
scaffold_12_1445284_1445353_- 42.655492436211 42.3161271530061 39.8733317933213 43.9228156247477 39.4566487390651 35.882019997009 30.9399469349746 29.2794759677211 0.376995832129305 5.52740038376044 0.142511817661909 0.299462467477131 0.0166304212159974 scaffold_12 1445284 1445353 - 0
scaffold_12_1516016_1516163_- 39.5398096497617 46.8359255337813 40.819908628507 53.5169209792549 38.0078519385172 76.5756470769378 67.3334165062394 53.4119414549094 -0.631665629807594 5.95152760770406 0.00948743592526975 0.0361431200998959 0.0230195170241365 scaffold_12 1516016 1516163 - 0
scaffold_12_1524228_1524233_- 9.68350566120581 13.4109525212669 11.5799110755767 1.38777878078145e-17 1.38777878078145e-17 5.8178167850097 0.0113873800594723 0.0287176222562182 2.49067264092449 3.07095791972386 2.03140441968984e-05 0.000174858759135263 0.0328047290122518 scaffold_12 1524228 1524233 - 1
scaffold_12_1546734_1546793_- 50.1287452919662 50.3794312790744 44.3083942292957 55.7629358208129 40.6485196704835 64.5869911654928 57.5399345472603 49.304617923843 -0.24246294564828 5.94320311139745 0.307756709806548 0.516233935821004 0.0195089532592233 scaffold_12 1546734 1546793 - 0
scaffold_12_1614052_1614078_- 4.86183872418193 6.66265093736882 0 1.38777878078145e-17 1.38777878078145e-17 5.33332044132113 0.02029592540155 5.6796482288057 0.0543769778382598 2.47383426674603 1 1 0.0459723790677017 scaffold_12 1614052 1614078 - 0
scaffold_12_1614282_1614314_- 5.39292878894992 5.5630567565664 5.48652803461586 1.38777878078145e-17 1.38777878078145e-17 7.03767488129488 0.0262532490854959 7.69340542234668 0.159581511549512 2.77299437095638 0.872037600267988 0.977568250988503 0.0366634989889586 scaffold_12 1614282 1614314 - 0
scaffold_12_1743155_1743156_- 0 0 5.36582069250832 9.23473219835129 8.63090103154189 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 3.91558052655206 2.47899322491346 0.066111024895837 0.167014011345524 0.0345718567434751 scaffold_12 1743155 1743156 - 0
scaffold_12_1749986_1749990_- 9.62783706685184 7.64272667150096 7.61365912774522 7.85710274097665 0.0373877423139855 6.91083246679228 6.22554457901457 0.0607188366508304 0.888693176722506 3.17484719028613 0.115725590747863 0.257581134554206 0.0475142647431572 scaffold_12 1749986 1749990 - 0
scaffold_12_1863129_1863157_- 88.1542237206532 77.2267182513561 90.9253220852488 109.970429689631 77.1160080917697 80.7134792311134 89.6934539116716 74.8090619918908 0.0633045006995598 6.66193839274538 0.766180825272115 0.912090173456388 0.0199500718789485 scaffold_12 1863129 1863157 - 0
scaffold_12_1865201_1865243_- 41.1151354716976 41.7417750041066 33.2086918586749 24.8997661528591 17.0670987079231 34.1436078792689 33.4448764823316 40.0868644938992 0.108866382481869 5.3433766466293 0.688756752271331 0.855422613535671 0.0199365028763065 scaffold_12 1865201 1865243 - 0
scaffold_12_1876530_1876533_- 9.52436072901767 9.01550974508026 9.34956970911119 16.7325653830392 12.1078637974625 7.0484775987119 0.013633391107164 0.0343927768857715 1.91808060653494 3.52976906130492 0.000946096760718796 0.005064669614407 0.0334638015590964 scaffold_12 1876530 1876533 - 1
scaffold_12_2011136_2011167_- 21.9852294657371 18.1178369214541 21.9033548353756 9.49986872280285 9.08913171357165 19.340605480308 16.6374668511432 20.6890860109448 0.130435790481911 4.46709702550618 0.701370049254637 0.864357824412047 0.0206725539122556 scaffold_12 2011136 2011167 - 0
scaffold_120_29233_29239_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 121.268578526588 251.557729214523 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 0 5.78267365651301 1 1 0.0717525171835791 scaffold_120 29233 29239 + 0
scaffold_120_58206_58254_+ 17.7824133297718 21.3001178755499 21.4756087684934 19.1206109229113 16.5756231339875 19.009611371602 21.3101299018214 17.0664200176857 0.0770354357271024 4.60929654986889 0.877076337773622 0.980647656242002 0.0202311950869345 scaffold_120 58206 58254 + 0
scaffold_120_129606_129613_+ 19.2247973578411 21.7954130428742 20.939370873592 16.0792873722398 12.5600597728047 6.24725894006507 7.22049745576563 12.6655976681119 1.23562149049507 4.26975310928653 0.00129877952762152 0.00667066990040603 0.023888145926879 scaffold_120 129606 129613 + 1
scaffold_120_151613_151617_+ 11.8072267394489 14.4769685570118 16.1767101906688 1.38777878078145e-17 1.38777878078145e-17 0.0647116908382284 5.56208539895303 7.85995401348757 1.61956863506152 3.41072727311606 0.000899841836063051 0.00486105539343769 0.0329745690181739 scaffold_120 151613 151617 + 1
scaffold_120_305212_305257_+ 98.7009358045454 108.818601194047 94.6005207207811 362.898288040884 269.911635441848 212.025291893979 199.64386400993 245.581043203874 -1.11996075834959 7.84825826634035 9.07113302879053e-09 1.96534782196115e-07 0.0199867067940482 scaffold_120 305212 305257 + 1
scaffold_120_309657_309740_+ 51.0093287124821 63.1607953516704 60.2631658939332 39.0657429823068 41.4937677647157 45.8127716274047 49.6533252541178 46.6361261435154 0.295081294470121 5.8954779741538 0.188485515662944 0.366703263844492 0.0158266777878885 scaffold_120 309657 309740 + 0
scaffold_120_315451_315491_+ 185.12634015254 185.795058122758 196.034052450963 197.103069929976 181.898904750429 201.223423248552 198.748888715396 195.937423779041 -0.0717717950670944 7.80636503580667 0.629071000076225 0.811686517204283 0.00944612370329437 scaffold_120 315451 315491 + 0
scaffold_120_315669_315798_+ 62.5515848380802 63.108241042755 59.2660756926388 50.4139504644729 53.6780529505742 46.5595350838309 40.9401893490984 45.1340062424644 0.479294010044689 5.97878902549668 0.0297290131940028 0.0910467793547459 0.0145213576305208 scaffold_120 315669 315798 + 0
scaffold_120_323444_323468_+ 16.1768279813118 18.7162059363103 16.5434382910787 21.248000797862 21.842835158919 13.4171138892777 13.457117134166 15.8792251488183 0.266190242132512 4.46162240013509 0.475489029407614 0.687770566258201 0.0202767933283693 scaffold_120 323444 323468 + 0
scaffold_120_330198_330301_+ 113.984028865611 110.376731840053 97.2338786793592 93.1021572436724 71.5739418857223 110.727416405797 114.698956928325 120.775766349968 -0.106036227980535 6.93015966874234 0.590479715767051 0.782719987718808 0.015085273100307 scaffold_120 330198 330301 + 0
scaffold_120_333989_334082_+ 220.305769234596 241.069059305988 215.093074860611 146.304059717821 133.157161967005 288.730368821646 230.11453010996 288.545609000878 -0.254569353426965 7.9981979844469 0.11883935027828 0.262511388269808 0.0148017529836713 scaffold_120 333989 334082 + 0
scaffold_120_338938_338972_+ 553.164038923362 727.829882558182 519.307320609597 802.115304152906 978.503882523934 1314.75876143488 1029.94151750319 667.813547126665 -0.742608148796669 9.89087433109857 0.00520525755749705 0.0217859176769389 0.0488655664193016 scaffold_120 338938 338972 + 0
scaffold_120_347520_347526_+ 4.74233786134039 5.95858176805696 4.87648446313859 1.38777878078145e-17 1.38777878078145e-17 7.92222001138826 6.42038912983296 0.0655587589519784 0.10348230332011 2.73879126093975 1 1 0.0367623545474523 scaffold_120 347520 347526 + 0
scaffold_120_352912_352966_+ 131.646831984147 124.042484710085 130.447185129114 317.648432783111 240.934216524574 175.972879426295 138.37430558872 170.90065339888 -0.328797101057632 7.6965966466334 0.0870384988228035 0.207134577060697 0.0190939323529893 scaffold_120 352912 352966 + 0
scaffold_120_57857_57949_- 124.830027817287 111.379604159975 127.304022123756 171.916689409507 168.889759817682 186.35800300344 182.660079382113 272.447094876693 -0.818480099223745 7.60941694025345 7.99938258615414e-05 0.000591989192404125 0.0244952856275371 scaffold_120 57857 57949 - 1
scaffold_120_151338_151358_- 8.30186002223127 8.78327985322144 8.66378656523137 6.80921281931106 0.0328801989234295 7.78594881199985 6.35454961210456 8.85435347450611 0.163903727187778 3.3713231120409 0.79784405930349 0.93155817222819 0.0291575721080859 scaffold_120 151338 151358 - 0
scaffold_120_156258_156345_- 152.594668088546 154.653142294729 149.901272833074 173.000627053857 193.33900672888 189.970788365142 176.087686072503 176.151948834606 -0.245732040090253 7.63233634971518 0.103542373595317 0.237364248158739 0.0104730643849356 scaffold_120 156258 156345 - 0
scaffold_120_301466_301504_- 39.3714654564978 29.7675700436231 48.7159864674056 57.7251865080802 84.0662101951865 96.7794390849886 99.9135635261941 112.968118968442 -1.39110049958476 6.38496184784818 1.12928256015307e-08 2.36129041273896e-07 0.0258936955677621 scaffold_120 301466 301504 - 1
scaffold_120_301827_301909_- 19.2812857699767 13.8667852225374 21.3480987815344 58.0543857062264 57.3728975611776 118.894759950126 113.009207719236 158.921883642773 -2.83378773477697 6.35707644543922 5.59534605625044e-27 9.34055883455708e-25 0.0244640500333387 scaffold_120 301827 301909 - 1
scaffold_120_329591_329627_- 33.2157088656799 37.6396099210522 36.3040426534501 29.5712622629664 32.9794258334855 32.8185813983836 33.1262881625015 25.7971594584128 0.223189068978008 5.32007225487213 0.405080835331078 0.617968261599456 0.017995755289757 scaffold_120 329591 329627 - 0
scaffold_120_333728_333747_- 6.87068346202582 8.565691788236 7.0183050372616 8.44293601784951 7.82635952064092 8.83004020644348 9.98504747427668 8.89415720938747 -0.297448005608195 3.56192497172272 0.609970635685021 0.798435812574732 0.0236849881419707 scaffold_120 333728 333747 - 0
scaffold_120_351291_351301_- 6.67107058390805 8.46316658780328 5.27361029498979 1.38777878078145e-17 1.38777878078145e-17 5.48230323889458 0.0107654814038382 0.0271468678655006 1.81775738146099 2.62895006512766 0.0102390434647785 0.0383465169554394 0.0343705881414793 scaffold_120 351291 351301 - 0
scaffold_120_352221_352360_- 162.940548524448 170.611706041006 171.214364673057 67.5393285459513 61.4156347245225 110.255097340074 102.525444294959 125.8996304877 0.57579063515855 7.15487074421447 0.000664326101807454 0.00377501824481323 0.0129413343593139 scaffold_120 352221 352360 - 1
scaffold_121_34204_34235_+ 15.2353972563423 18.3397366797348 17.3373179488591 20.1898252992732 20.2368606943224 18.2484213634419 17.3153631138044 25.6150228588365 -0.261413050838902 4.59354543789432 0.428830249453478 0.641136166522503 0.0218839063273817 scaffold_121 34204 34235 + 0
scaffold_121_44024_44119_+ 30.9426612331438 31.7159861246641 25.2395943508281 26.390501977201 26.330571277166 20.0388869944697 31.8582808516618 28.2841829463204 0.131138464728004 5.09092750850866 0.67287105970707 0.844839789709112 0.0216599479202326 scaffold_121 44024 44119 + 0
scaffold_121_47208_47294_+ 53.14858996064 67.9051199509674 58.4187076983599 53.1737138315435 52.8878783961758 53.6698441981155 53.2137837339746 49.4340056179774 0.199182610693708 6.04182433674586 0.38669641968044 0.601047037201509 0.0157210830292746 scaffold_121 47208 47294 + 0
scaffold_121_58677_58692_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 10.8035913941438 7.9589068042959 0.0605380652630862 5.84296011038675 6.59391043335005 -5.1318189878385 2.72987777868528 0.00070482834215274 0.00394516146201762 0.0356237884473787 scaffold_121 58677 58692 + 1
scaffold_121_74622_74630_+ 13.3019223206088 11.3374383120672 13.3121262760609 21.395057271913 25.2711899286963 22.6899271216312 22.8704245106511 25.6850443603815 -0.90121579066249 4.61326171203917 0.00661726983342344 0.0266023129545009 0.0200028688680975 scaffold_121 74622 74630 + 0
scaffold_121_78864_78952_+ 32.5891251777114 38.0490530975867 32.1408911017858 24.9384357000453 24.7220396360802 29.4320053501894 26.4403812960273 33.9781116073794 0.194697759748022 5.21758417317282 0.496711257898461 0.705244107526496 0.0183620550477019 scaffold_121 78864 78952 + 0
scaffold_121_80818_80840_+ 8.58052973768958 7.87389190750243 10.7676399319658 13.717040960203 12.4293662033178 7.90109640061 6.8316691725212 8.67787765523778 0.216715455434263 3.73499283714326 0.705202023597952 0.866755848678086 0.0235884371885453 scaffold_121 80818 80840 + 0
scaffold_121_88686_88724_+ 15.1829216995809 12.3929426014795 20.6995270980787 9.77192372321032 10.6877685005182 13.0314658262259 14.5799630612738 8.59141887681339 0.410037273970098 4.12762255458445 0.311686142819971 0.520909238853728 0.0261435834267229 scaffold_121 88686 88724 + 0
scaffold_121_150246_150254_+ 18.3305287046666 25.6981327693107 21.440551681399 19.0186136918787 22.3991801302278 25.1966056766694 21.7954346939109 13.6308160400986 0.110538737603352 4.72244759459483 0.775214179807824 0.91840684183134 0.0255452056501255 scaffold_121 150246 150254 + 0
scaffold_121_151553_151597_+ 243.740688055175 194.775343473619 387.616132794135 141.865903186318 313.958301784815 227.052051470938 295.940767385383 316.979120189833 -0.0239741652094161 8.26336084524078 0.947351690833672 1 0.077537413850463 scaffold_121 151553 151597 + 0
scaffold_121_151733_151823_+ 14.8529829306093 12.6815109161508 16.5147860849509 9.59471074828005 30.6653174578082 22.6381323202056 19.571208240566 6.83663349088121 -0.154380125380436 4.41992812513574 0.787197050501836 0.925210937818582 0.081779419076658 scaffold_121 151733 151823 + 0
scaffold_121_152064_152121_+ 13.7689254951668 7.0431042463636 14.1326440406108 0.0619591478094037 19.9421946302338 8.06907917791423 12.7528175821168 9.63835222860813 0.196486075659438 3.86915993495648 0.823096122341709 0.946869666535775 0.153874520843095 scaffold_121 152064 152121 + 0
scaffold_121_159230_159302_+ 0 11.4581077958191 0 6.9896064430379 6.10442772483625 7.60865352786225 0.0285227702484852 8.60693144386337 -0.530031258224026 3.01029812463273 0.643281368475728 0.822311596182317 0.37557627058363 scaffold_121 159230 159302 + 0
scaffold_121_159416_159434_+ 25.8410047757763 28.0099731846031 40.1429568508476 60.6094297041467 79.0348482701618 127.582353715469 116.531942423717 116.767038691287 -1.93674483262175 6.44339412637325 5.01307062484386e-17 3.5949364910412e-15 0.0202959360228104 scaffold_121 159416 159434 + 1
scaffold_121_159551_159553_+ 8.65357915261394 8.76728524524264 9.79676419111997 11.2453607878668 16.2896060421981 24.7676091664018 19.1320351264119 19.279545293787 -1.20205997597008 4.25022997107276 0.00123502161965996 0.00641316937939693 0.0230625428054534 scaffold_121 159551 159553 + 1
